Facility,Destination City,Supplier,Base + FSC
"Houston, TX","PLANO, TX",SCHNEIDER,1165.5
"Houston, TX","PLANO, TX",MANUEL & SON TRUCKING INC.,1230.25
"Houston, TX","PLANO, TX",Dunavant Trans Gulf Transportation LLC,1241.905
"Houston, TX","PLANO, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1249.675
"Houston, TX","PLANO, TX",LCG Freight,1262.625
"Houston, TX","PLANO, TX",CONTAINERPORT GROUP,1349.39
"Houston, TX","PLANO, TX",GULF WINDS,1379.175
"Houston, TX","PLANO, TX",SUNBURST TRUCK LINES,1424.5
"Houston, TX","TULSA, OK",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1877.75
"Houston, TX","TULSA, OK",CARGOMATIC,1955.45
"Houston, TX","TULSA, OK",SK TRANS,2167.83
"Houston, TX","TULSA, OK",MANUEL & SON TRUCKING INC.,2169.125
"Houston, TX","TULSA, OK",SCHNEIDER,2195.025
"Houston, TX","TULSA, OK",Dunavant Trans Gulf Transportation LLC,2264.955
"Houston, TX","TULSA, OK",GULF WINDS,2292.15
"Houston, TX","TULSA, OK",FORREST LOGISTICS,2376.325
"Houston, TX","TULSA, OK",SUNBURST TRUCK LINES,2389.275
"Houston, TX","TULSA, OK",CRL TRUCKING,2395.75
"Houston, TX","TULSA, OK",CONTAINERPORT GROUP,2402.225
"Houston, TX","TULSA, OK",LCG Freight,2454.025
"Houston, TX","WOODLAND, TX",FORREST LOGISTICS,394.975
"Houston, TX","WOODLAND, TX",SK TRANS,449.365
"Houston, TX","WOODLAND, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,450.66
"Houston, TX","WOODLAND, TX",SUNBURST TRUCK LINES,453.25
"Houston, TX","WOODLAND, TX",SCHNEIDER,479.15
"Houston, TX","WOODLAND, TX",CRL TRUCKING,511.525
"Houston, TX","WOODLAND, TX",GULF WINDS,524.475
"Houston, TX","WOODLAND, TX",Dunavant Trans Gulf Transportation LLC,568.505
"Houston, TX","WOODLAND, TX",MANUEL & SON TRUCKING INC.,582.75
"Houston, TX","WOODLAND, TX",CARGOMATIC,783.475
"Houston, TX","WOODLAND, TX",LCG Freight,900.025
"Houston, TX","WOODLAND, TX",CONTAINERPORT GROUP,914.27
"Houston, TX","AUSTIN, TX",CARGOMATIC,808.08
"Houston, TX","AUSTIN, TX",CONTAINERPORT GROUP,823.62
"Houston, TX","AUSTIN, TX",SCHNEIDER,841.75
"Houston, TX","AUSTIN, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,848.225
"Houston, TX","AUSTIN, TX",GULF WINDS,854.7
"Houston, TX","AUSTIN, TX",FORREST LOGISTICS,861.175
"Houston, TX","AUSTIN, TX",SK TRANS,872.83
"Houston, TX","AUSTIN, TX",LCG Freight,874.125
"Houston, TX","AUSTIN, TX",Dunavant Trans Gulf Transportation LLC,892.255
"Houston, TX","AUSTIN, TX",CRL TRUCKING,900.025
"Houston, TX","AUSTIN, TX",MANUEL & SON TRUCKING INC.,979.02
"Houston, TX","AUSTIN, TX",SUNBURST TRUCK LINES,1003.625
"Houston, TX","SEALY,TX, USA",FORREST LOGISTICS,440.3
"Houston, TX","SEALY,TX, USA",SK TRANS,471.38
"Houston, TX","SEALY,TX, USA",CONTAINERPORT GROUP,472.675
"Houston, TX","SEALY,TX, USA",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,505.05
"Houston, TX","SEALY,TX, USA",CARGOMATIC,524.475
"Houston, TX","SEALY,TX, USA",SUNBURST TRUCK LINES,543.9
"Houston, TX","SEALY,TX, USA",Dunavant Trans Gulf Transportation LLC,555.555
"Houston, TX","SEALY,TX, USA",SCHNEIDER,569.8
"Houston, TX","SEALY,TX, USA",MANUEL & SON TRUCKING INC.,582.75
"Houston, TX","SEALY,TX, USA",LCG Freight,589.225
"Houston, TX","SEALY,TX, USA",GULF WINDS,647.5
"Houston, TX","SEALY,TX, USA",CRL TRUCKING,666.925
"Houston, TX","COPPELL, TX",SK TRANS,1092.98
"Houston, TX","COPPELL, TX",CARGOMATIC,1094.275
"Houston, TX","COPPELL, TX",FORREST LOGISTICS,1100.75
"Houston, TX","COPPELL, TX",SCHNEIDER,1159.025
"Houston, TX","COPPELL, TX",CRL TRUCKING,1165.5
"Houston, TX","COPPELL, TX",MANUEL & SON TRUCKING INC.,1223.775
"Houston, TX","COPPELL, TX",LCG Freight,1230.25
"Houston, TX","COPPELL, TX",Dunavant Trans Gulf Transportation LLC,1241.905
"Houston, TX","COPPELL, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1256.15
"Houston, TX","COPPELL, TX",CONTAINERPORT GROUP,1361.045
"Houston, TX","COPPELL, TX",GULF WINDS,1379.175
"Houston, TX","COPPELL, TX",SUNBURST TRUCK LINES,1424.5
"Houston, TX","GARLAND,TX.",FORREST LOGISTICS,1036
"Houston, TX","GARLAND,TX.",SK TRANS,1067.08
"Houston, TX","GARLAND,TX.",CARGOMATIC,1068.375
"Houston, TX","GARLAND,TX.",CRL TRUCKING,1094.275
"Houston, TX","GARLAND,TX.",SCHNEIDER,1139.6
"Houston, TX","GARLAND,TX.",LCG Freight,1184.925
"Houston, TX","GARLAND,TX.",Dunavant Trans Gulf Transportation LLC,1228.955
"Houston, TX","GARLAND,TX.",MANUEL & SON TRUCKING INC.,1230.25
"Houston, TX","GARLAND,TX.",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1256.15
"Houston, TX","GARLAND,TX.",CONTAINERPORT GROUP,1349.39
"Houston, TX","GARLAND,TX.",GULF WINDS,1379.175
"Houston, TX","GARLAND,TX.",SUNBURST TRUCK LINES,1443.925
"Houston, TX","MOUNT PLEASANT, TX",FORREST LOGISTICS,1036
"Houston, TX","MOUNT PLEASANT, TX",CARGOMATIC,1048.95
"Houston, TX","MOUNT PLEASANT, TX",SK TRANS,1196.58
"Houston, TX","MOUNT PLEASANT, TX",LCG Freight,1197.875
"Houston, TX","MOUNT PLEASANT, TX",Dunavant Trans Gulf Transportation LLC,1222.48
"Houston, TX","MOUNT PLEASANT, TX",CRL TRUCKING,1223.775
"Houston, TX","MOUNT PLEASANT, TX",MANUEL & SON TRUCKING INC.,1230.25
"Houston, TX","MOUNT PLEASANT, TX",CONTAINERPORT GROUP,1252.265
"Houston, TX","MOUNT PLEASANT, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1256.15
"Houston, TX","MOUNT PLEASANT, TX",GULF WINDS,1282.05
"Houston, TX","MOUNT PLEASANT, TX",SUNBURST TRUCK LINES,1327.375
"Houston, TX","CONROE, TX",FORREST LOGISTICS,394.975
"Houston, TX","CONROE, TX",CARGOMATIC,431.235
"Houston, TX","CONROE, TX",SK TRANS,451.955
"Houston, TX","CONROE, TX",MANUEL & SON TRUCKING INC.,472.675
"Houston, TX","CONROE, TX",CONTAINERPORT GROUP,477.855
"Houston, TX","CONROE, TX",LCG Freight,498.575
"Houston, TX","CONROE, TX",SUNBURST TRUCK LINES,498.575
"Houston, TX","CONROE, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,498.575
"Houston, TX","CONROE, TX",Dunavant Trans Gulf Transportation LLC,516.705
"Houston, TX","CONROE, TX",SCHNEIDER,518
"Houston, TX","CONROE, TX",GULF WINDS,556.85
"Houston, TX","CONROE, TX",CRL TRUCKING,563.325
"Houston, TX","PHARR, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1372.7
"Houston, TX","PHARR, TX",SK TRANS,1377.88
"Houston, TX","PHARR, TX",CARGOMATIC,1379.175
"Houston, TX","PHARR, TX",FORREST LOGISTICS,1405.075
"Houston, TX","PHARR, TX",SCHNEIDER,1405.075
"Houston, TX","PHARR, TX",CRL TRUCKING,1554
"Houston, TX","PHARR, TX",Dunavant Trans Gulf Transportation LLC,1591.555
"Houston, TX","PHARR, TX",GULF WINDS,1625.225
"Houston, TX","PHARR, TX",CONTAINERPORT GROUP,1679.615
"Houston, TX","PHARR, TX",LCG Freight,1774.15
"Houston, TX","PHARR, TX",SUNBURST TRUCK LINES,1832.425
"Houston, TX","PHARR, TX",MANUEL & SON TRUCKING INC.,1838.9
"Houston, TX","WELSH, LA",CARGOMATIC,602.175
"Houston, TX","WELSH, LA",SCHNEIDER,725.2
"Houston, TX","WELSH, LA",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,725.2
"Houston, TX","WELSH, LA",CONTAINERPORT GROUP,732.97
"Houston, TX","WELSH, LA",Dunavant Trans Gulf Transportation LLC,762.755
"Houston, TX","WELSH, LA",LCG Freight,770.525
"Houston, TX","WELSH, LA",SUNBURST TRUCK LINES,809.375
"Houston, TX","WELSH, LA",FORREST LOGISTICS,835.275
"Houston, TX","WELSH, LA",GULF WINDS,835.275
"Houston, TX","WELSH, LA",MANUEL & SON TRUCKING INC.,932.4
"Houston, TX","WELSH, LA",CRL TRUCKING,971.25
"Houston, TX","MCALLEN, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1372.7
"Houston, TX","MCALLEN, TX",SK TRANS,1377.88
"Houston, TX","MCALLEN, TX",CARGOMATIC,1379.175
"Houston, TX","MCALLEN, TX",SCHNEIDER,1405.075
"Houston, TX","MCALLEN, TX",FORREST LOGISTICS,1469.825
"Houston, TX","MCALLEN, TX",CRL TRUCKING,1554
"Houston, TX","MCALLEN, TX",Dunavant Trans Gulf Transportation LLC,1591.555
"Houston, TX","MCALLEN, TX",GULF WINDS,1631.7
"Houston, TX","MCALLEN, TX",CONTAINERPORT GROUP,1688.68
"Houston, TX","MCALLEN, TX",LCG Freight,1696.45
"Houston, TX","MCALLEN, TX",MANUEL & SON TRUCKING INC.,1838.9
"Houston, TX","MCALLEN, TX",SUNBURST TRUCK LINES,1845.375
"Houston, TX","FLOWER MOUND, TX",FORREST LOGISTICS,1165.5
"Houston, TX","FLOWER MOUND, TX",SK TRANS,1196.58
"Houston, TX","FLOWER MOUND, TX",SCHNEIDER,1197.875
"Houston, TX","FLOWER MOUND, TX",MANUEL & SON TRUCKING INC.,1230.25
"Houston, TX","FLOWER MOUND, TX",LCG Freight,1249.675
"Houston, TX","FLOWER MOUND, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1256.15
"Houston, TX","FLOWER MOUND, TX",Dunavant Trans Gulf Transportation LLC,1280.755
"Houston, TX","FLOWER MOUND, TX",CARGOMATIC,1307.95
"Houston, TX","FLOWER MOUND, TX",CRL TRUCKING,1327.375
"Houston, TX","FLOWER MOUND, TX",CONTAINERPORT GROUP,1349.39
"Houston, TX","FLOWER MOUND, TX",SUNBURST TRUCK LINES,1359.75
"Houston, TX","FLOWER MOUND, TX",GULF WINDS,1379.175
"Houston, TX","CORPUS CHRISTI,TX",FORREST LOGISTICS,874.125
"Houston, TX","CORPUS CHRISTI,TX",CARGOMATIC,887.075
"Houston, TX","CORPUS CHRISTI,TX",CRL TRUCKING,900.025
"Houston, TX","CORPUS CHRISTI,TX",GULF WINDS,900.025
"Houston, TX","CORPUS CHRISTI,TX",SK TRANS,969.955
"Houston, TX","CORPUS CHRISTI,TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,984.2
"Houston, TX","CORPUS CHRISTI,TX",SCHNEIDER,990.675
"Houston, TX","CORPUS CHRISTI,TX",LCG Freight,1010.1
"Houston, TX","CORPUS CHRISTI,TX",MANUEL & SON TRUCKING INC.,1036
"Houston, TX","CORPUS CHRISTI,TX",Dunavant Trans Gulf Transportation LLC,1041.18
"Houston, TX","CORPUS CHRISTI,TX",SUNBURST TRUCK LINES,1107.225
"Houston, TX","CORPUS CHRISTI,TX",CONTAINERPORT GROUP,1121.47
"Houston, TX","WINTERS, TX, USA",SK TRANS,1487.955
"Houston, TX","WINTERS, TX, USA",SCHNEIDER,1489.25
"Houston, TX","WINTERS, TX, USA",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1489.25
"Houston, TX","WINTERS, TX, USA",FORREST LOGISTICS,1566.95
"Houston, TX","WINTERS, TX, USA",Dunavant Trans Gulf Transportation LLC,1669.255
"Houston, TX","WINTERS, TX, USA",GULF WINDS,1709.4
"Houston, TX","WINTERS, TX, USA",LCG Freight,1728.825
"Houston, TX","WINTERS, TX, USA",CRL TRUCKING,1787.1
"Houston, TX","WINTERS, TX, USA",CONTAINERPORT GROUP,1790.985
"Houston, TX","WINTERS, TX, USA",MANUEL & SON TRUCKING INC.,1838.9
"Houston, TX","WINTERS, TX, USA",SUNBURST TRUCK LINES,1871.275
"Houston, TX","WINTERS, TX, USA",CARGOMATIC,2033.15
"Houston, TX","LAKE CHARLES, LA",CARGOMATIC,498.575
"Houston, TX","LAKE CHARLES, LA",CONTAINERPORT GROUP,589.225
"Houston, TX","LAKE CHARLES, LA",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,615.125
"Houston, TX","LAKE CHARLES, LA",SK TRANS,665.63
"Houston, TX","LAKE CHARLES, LA",SCHNEIDER,666.925
"Houston, TX","LAKE CHARLES, LA",Dunavant Trans Gulf Transportation LLC,691.53
"Houston, TX","LAKE CHARLES, LA",SUNBURST TRUCK LINES,712.25
"Houston, TX","LAKE CHARLES, LA",GULF WINDS,770.525
"Houston, TX","LAKE CHARLES, LA",LCG Freight,770.525
"Houston, TX","LAKE CHARLES, LA",CRL TRUCKING,802.9
"Houston, TX","LAKE CHARLES, LA",FORREST LOGISTICS,835.275
"Houston, TX","LAKE CHARLES, LA",MANUEL & SON TRUCKING INC.,906.5
"Houston, TX","BROOKSHIRE, TX",CARGOMATIC,388.5
"Houston, TX","BROOKSHIRE, TX",FORREST LOGISTICS,388.5
"Houston, TX","BROOKSHIRE, TX",SK TRANS,393.68
"Houston, TX","BROOKSHIRE, TX",CONTAINERPORT GROUP,440.3
"Houston, TX","BROOKSHIRE, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,450.66
"Houston, TX","BROOKSHIRE, TX",SUNBURST TRUCK LINES,485.625
"Houston, TX","BROOKSHIRE, TX",GULF WINDS,488.215
"Houston, TX","BROOKSHIRE, TX",MANUEL & SON TRUCKING INC.,498.575
"Houston, TX","BROOKSHIRE, TX",Dunavant Trans Gulf Transportation LLC,503.755
"Houston, TX","BROOKSHIRE, TX",SCHNEIDER,530.95
"Houston, TX","BROOKSHIRE, TX",LCG Freight,537.425
"Houston, TX","BROOKSHIRE, TX",CRL TRUCKING,615.125
"Houston, TX","MESQUITE, TX",CARGOMATIC,1023.05
"Houston, TX","MESQUITE, TX",FORREST LOGISTICS,1036
"Houston, TX","MESQUITE, TX",SK TRANS,1054.13
"Houston, TX","MESQUITE, TX",CRL TRUCKING,1100.75
"Houston, TX","MESQUITE, TX",SCHNEIDER,1107.225
"Houston, TX","MESQUITE, TX",LCG Freight,1165.5
"Houston, TX","MESQUITE, TX",Dunavant Trans Gulf Transportation LLC,1177.155
"Houston, TX","MESQUITE, TX",MANUEL & SON TRUCKING INC.,1230.25
"Houston, TX","MESQUITE, TX",GULF WINDS,1249.675
"Houston, TX","MESQUITE, TX",CONTAINERPORT GROUP,1252.265
"Houston, TX","MESQUITE, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1256.15
"Houston, TX","MESQUITE, TX",SUNBURST TRUCK LINES,1359.75
"Houston, TX","CAMDEN, AR",SCHNEIDER,1463.35
"Houston, TX","CAMDEN, AR",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1515.15
"Houston, TX","CAMDEN, AR",FORREST LOGISTICS,1541.05
"Houston, TX","CAMDEN, AR",CARGOMATIC,1587.67
"Houston, TX","CAMDEN, AR",Dunavant Trans Gulf Transportation LLC,1604.505
"Houston, TX","CAMDEN, AR",GULF WINDS,1702.925
"Houston, TX","CAMDEN, AR",LCG Freight,1715.875
"Houston, TX","CAMDEN, AR",CRL TRUCKING,1741.775
"Houston, TX","CAMDEN, AR",CONTAINERPORT GROUP,1745.66
"Houston, TX","CAMDEN, AR",MANUEL & SON TRUCKING INC.,1813
"Houston, TX","CAMDEN, AR",SK TRANS,1877.75
"Houston, TX","CAMDEN, AR",SUNBURST TRUCK LINES,1942.5
"Houston, TX","VON ORMY, TX",FORREST LOGISTICS,848.225
"Houston, TX","VON ORMY, TX",GULF WINDS,900.025
"Houston, TX","VON ORMY, TX",CRL TRUCKING,971.25
"Houston, TX","VON ORMY, TX",LCG Freight,997.15
"Houston, TX","VON ORMY, TX",SK TRANS,1002.33
"Houston, TX","VON ORMY, TX",Dunavant Trans Gulf Transportation LLC,1021.755
"Houston, TX","VON ORMY, TX",SCHNEIDER,1023.05
"Houston, TX","VON ORMY, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1068.375
"Houston, TX","VON ORMY, TX",CONTAINERPORT GROUP,1095.57
"Houston, TX","VON ORMY, TX",MANUEL & SON TRUCKING INC.,1113.7
"Houston, TX","VON ORMY, TX",SUNBURST TRUCK LINES,1113.7
"Houston, TX","VON ORMY, TX",CARGOMATIC,1223.775
"Houston, TX","ELKHART, TX",CARGOMATIC,726.495
"Houston, TX","ELKHART, TX",LCG Freight,770.525
"Houston, TX","ELKHART, TX",SK TRANS,770.525
"Houston, TX","ELKHART, TX",CONTAINERPORT GROUP,771.82
"Houston, TX","ELKHART, TX",Dunavant Trans Gulf Transportation LLC,775.705
"Houston, TX","ELKHART, TX",SCHNEIDER,789.95
"Houston, TX","ELKHART, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,789.95
"Houston, TX","ELKHART, TX",SUNBURST TRUCK LINES,835.275
"Houston, TX","ELKHART, TX",FORREST LOGISTICS,854.7
"Houston, TX","ELKHART, TX",GULF WINDS,887.075
"Houston, TX","ELKHART, TX",CRL TRUCKING,971.25
"Houston, TX","ELKHART, TX",MANUEL & SON TRUCKING INC.,979.02
"Houston, TX","PEARLAND, TX",SCHNEIDER,284.9
"Houston, TX","PEARLAND, TX",CARGOMATIC,288.785
"Houston, TX","PEARLAND, TX",SK TRANS,308.21
"Houston, TX","PEARLAND, TX",GULF WINDS,310.8
"Houston, TX","PEARLAND, TX",Dunavant Trans Gulf Transportation LLC,315.98
"Houston, TX","PEARLAND, TX",CONTAINERPORT GROUP,322.455
"Houston, TX","PEARLAND, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,323.75
"Houston, TX","PEARLAND, TX",MANUEL & SON TRUCKING INC.,343.175
"Houston, TX","PEARLAND, TX",SUNBURST TRUCK LINES,343.175
"Houston, TX","PEARLAND, TX",FORREST LOGISTICS,375.55
"Houston, TX","PEARLAND, TX",LCG Freight,382.025
"Houston, TX","PEARLAND, TX",CRL TRUCKING,459.725
"Houston, TX","PFLUGERVILLE, TX",CARGOMATIC,718.725
"Houston, TX","PFLUGERVILLE, TX",SK TRANS,813.26
"Houston, TX","PFLUGERVILLE, TX",Dunavant Trans Gulf Transportation LLC,814.555
"Houston, TX","PFLUGERVILLE, TX",SCHNEIDER,815.85
"Houston, TX","PFLUGERVILLE, TX",FORREST LOGISTICS,835.275
"Houston, TX","PFLUGERVILLE, TX",LCG Freight,835.275
"Houston, TX","PFLUGERVILLE, TX",CONTAINERPORT GROUP,840.455
"Houston, TX","PFLUGERVILLE, TX",GULF WINDS,867.65
"Houston, TX","PFLUGERVILLE, TX",CRL TRUCKING,900.025
"Houston, TX","PFLUGERVILLE, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,912.975
"Houston, TX","PFLUGERVILLE, TX",SUNBURST TRUCK LINES,932.4
"Houston, TX","PFLUGERVILLE, TX",MANUEL & SON TRUCKING INC.,977.725
"Houston, TX","LANCASTER, TX",FORREST LOGISTICS,880.6
"Houston, TX","LANCASTER, TX",CRL TRUCKING,1074.85
"Houston, TX","LANCASTER, TX",SK TRANS,1080.03
"Houston, TX","LANCASTER, TX",SCHNEIDER,1081.325
"Houston, TX","LANCASTER, TX",LCG Freight,1107.225
"Houston, TX","LANCASTER, TX",CARGOMATIC,1139.6
"Houston, TX","LANCASTER, TX",MANUEL & SON TRUCKING INC.,1139.6
"Houston, TX","LANCASTER, TX",Dunavant Trans Gulf Transportation LLC,1144.78
"Houston, TX","LANCASTER, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1243.2
"Houston, TX","LANCASTER, TX",GULF WINDS,1249.675
"Houston, TX","LANCASTER, TX",SUNBURST TRUCK LINES,1249.675
"Houston, TX","LANCASTER, TX",CONTAINERPORT GROUP,1252.265
"Houston, TX","TOMBALL, TX",FORREST LOGISTICS,394.975
"Houston, TX","TOMBALL, TX",CARGOMATIC,431.235
"Houston, TX","TOMBALL, TX",SUNBURST TRUCK LINES,440.3
"Houston, TX","TOMBALL, TX",SK TRANS,448.07
"Houston, TX","TOMBALL, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,450.66
"Houston, TX","TOMBALL, TX",MANUEL & SON TRUCKING INC.,472.675
"Houston, TX","TOMBALL, TX",CONTAINERPORT GROUP,481.74
"Houston, TX","TOMBALL, TX",Dunavant Trans Gulf Transportation LLC,490.805
"Houston, TX","TOMBALL, TX",LCG Freight,498.575
"Houston, TX","TOMBALL, TX",CRL TRUCKING,511.525
"Houston, TX","TOMBALL, TX",GULF WINDS,530.95
"Houston, TX","TOMBALL, TX",SCHNEIDER,543.9
"Houston, TX","PORTLAND, TX",CARGOMATIC,861.175
"Houston, TX","PORTLAND, TX",FORREST LOGISTICS,867.65
"Houston, TX","PORTLAND, TX",SK TRANS,918.155
"Houston, TX","PORTLAND, TX",GULF WINDS,919.45
"Houston, TX","PORTLAND, TX",SCHNEIDER,964.775
"Houston, TX","PORTLAND, TX",Dunavant Trans Gulf Transportation LLC,969.955
"Houston, TX","PORTLAND, TX",LCG Freight,971.25
"Houston, TX","PORTLAND, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1003.625
"Houston, TX","PORTLAND, TX",CRL TRUCKING,1023.05
"Houston, TX","PORTLAND, TX",CONTAINERPORT GROUP,1030.82
"Houston, TX","PORTLAND, TX",MANUEL & SON TRUCKING INC.,1036
"Houston, TX","PORTLAND, TX",SUNBURST TRUCK LINES,1094.275
"Houston, TX","PARIS, TX",FORREST LOGISTICS,1249.675
"Houston, TX","PARIS, TX",SK TRANS,1267.805
"Houston, TX","PARIS, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1269.1
"Houston, TX","PARIS, TX",SCHNEIDER,1411.55
"Houston, TX","PARIS, TX",Dunavant Trans Gulf Transportation LLC,1423.205
"Houston, TX","PARIS, TX",GULF WINDS,1515.15
"Houston, TX","PARIS, TX",CRL TRUCKING,1534.575
"Houston, TX","PARIS, TX",SUNBURST TRUCK LINES,1554
"Houston, TX","PARIS, TX",MANUEL & SON TRUCKING INC.,1631.7
"Houston, TX","PARIS, TX",CONTAINERPORT GROUP,1682.205
"Houston, TX","PARIS, TX",LCG Freight,1819.475
"Houston, TX","PARIS, TX",CARGOMATIC,1923.075
"Houston, TX","DEL RIO, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,1411.55
"Houston, TX","DEL RIO, TX",FORREST LOGISTICS,1502.2
"Houston, TX","DEL RIO, TX",SCHNEIDER,1515.15
"Houston, TX","DEL RIO, TX",CRL TRUCKING,1579.9
"Houston, TX","DEL RIO, TX",SK TRANS,1600.62
"Houston, TX","DEL RIO, TX",Dunavant Trans Gulf Transportation LLC,1643.355
"Houston, TX","DEL RIO, TX",GULF WINDS,1689.975
"Houston, TX","DEL RIO, TX",CARGOMATIC,1728.825
"Houston, TX","DEL RIO, TX",MANUEL & SON TRUCKING INC.,1748.25
"Houston, TX","DEL RIO, TX",SUNBURST TRUCK LINES,1748.25
"Houston, TX","DEL RIO, TX",CONTAINERPORT GROUP,1775.445
"Houston, TX","DEL RIO, TX",LCG Freight,1793.575
"Houston, TX","HUMBLE, TX",GULF WINDS,323.75
"Houston, TX","HUMBLE, TX",CARGOMATIC,349.65
"Houston, TX","HUMBLE, TX",SK TRANS,354.83
"Houston, TX","HUMBLE, TX",MANUEL & SON TRUCKING INC.,360.01
"Houston, TX","HUMBLE, TX",CONTAINERPORT GROUP,361.305
"Houston, TX","HUMBLE, TX",FORREST LOGISTICS,375.55
"Houston, TX","HUMBLE, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,382.025
"Houston, TX","HUMBLE, TX",Dunavant Trans Gulf Transportation LLC,387.205
"Houston, TX","HUMBLE, TX",SUNBURST TRUCK LINES,388.5
"Houston, TX","HUMBLE, TX",SCHNEIDER,407.925
"Houston, TX","HUMBLE, TX",LCG Freight,420.875
"Houston, TX","HUMBLE, TX",CRL TRUCKING,459.725
"El Paso/Santa Teresa, NM","EL PASO, TX",AVENUE LOGISTICS,239.575
"El Paso/Santa Teresa, NM","EL PASO, TX",WW ROWLAND,246.05
"El Paso/Santa Teresa, NM","EL PASO, TX",ARRIVE LOGISTICS,288.40945
"El Paso/Santa Teresa, NM","EL PASO, TX",CARGOMATIC,304.325
"El Paso/Santa Teresa, NM","EL PASO, TX",COWAN LOGISTICS,326.34
"El Paso/Santa Teresa, NM","EL PASO, TX",Transmaritime Inc,330.225
"El Paso/Santa Teresa, NM","EL PASO, TX",TRUCKING 2000 formerly (HEPTARUN) - DALLAS,336.7
"New Orleans, LA","COVINGTON, LA",MEDLOG,362.6
"New Orleans, LA","COVINGTON, LA",CONTAINERPORT GROUP,406.63
"New Orleans, LA","COVINGTON, LA",EASTERN DRAYAGE,519.295
"New Orleans, LA","COVINGTON, LA",SCHNEIDER,530.95
"New Orleans, LA","COVINGTON, LA",TFORCE WORLDWIDE,538.72
"New Orleans, LA","COVINGTON, LA",SUNTECK TRANSPORT,551.67
"New Orleans, LA","COVINGTON, LA",TCW,560.735
"New Orleans, LA","COVINGTON, LA",SOUTHERN INTERMODAL XPRESS LLC,582.75
"New Orleans, LA","COVINGTON, LA",CARGOMATIC,595.7
"New Orleans, LA","COVINGTON, LA",ITS LOGISTICS,634.55
"New Orleans, LA","HARAHAN, LA",CONTAINERPORT GROUP,265.475
"New Orleans, LA","HARAHAN, LA",TFORCE WORLDWIDE,287.49
"New Orleans, LA","HARAHAN, LA",MEDLOG,291.375
"New Orleans, LA","HARAHAN, LA",CARGOMATIC,330.225
"New Orleans, LA","HARAHAN, LA",EASTERN DRAYAGE,366.485
"New Orleans, LA","HARAHAN, LA",SOUTHERN INTERMODAL XPRESS LLC,388.5
"New Orleans, LA","HARAHAN, LA",TCW,407.925
"New Orleans, LA","HARAHAN, LA",SUNTECK TRANSPORT,418.285
"New Orleans, LA","HARAHAN, LA",SCHNEIDER,440.3
"New Orleans, LA","HARAHAN, LA",ITS LOGISTICS,476.56
"New Orleans, LA","GEISMAR, LA",CONTAINERPORT GROUP,406.63
"New Orleans, LA","GEISMAR, LA",MEDLOG,433.825
"New Orleans, LA","GEISMAR, LA",SCHNEIDER,582.75
"New Orleans, LA","GEISMAR, LA",TFORCE WORLDWIDE,586.635
"New Orleans, LA","GEISMAR, LA",TCW,587.93
"New Orleans, LA","GEISMAR, LA",SUNTECK TRANSPORT,619.01
"New Orleans, LA","GEISMAR, LA",CARGOMATIC,647.5
"New Orleans, LA","GEISMAR, LA",EASTERN DRAYAGE,647.5
"New Orleans, LA","GEISMAR, LA",SOUTHERN INTERMODAL XPRESS LLC,647.5
"New Orleans, LA","GEISMAR, LA",ITS LOGISTICS,747.215
"New Orleans, LA","METAIRIE, LA",CONTAINERPORT GROUP,235.69
"New Orleans, LA","METAIRIE, LA",TFORCE WORLDWIDE,287.49
"New Orleans, LA","METAIRIE, LA",MEDLOG,291.375
"New Orleans, LA","METAIRIE, LA",CARGOMATIC,297.85
"New Orleans, LA","METAIRIE, LA",EASTERN DRAYAGE,356.125
"New Orleans, LA","METAIRIE, LA",SOUTHERN INTERMODAL XPRESS LLC,388.5
